Title,Price,Bedrooms,Bathrooms,Areas,Location,Release Date,Url,Per-Sqft
Shaftsbury Putrajaya .depan Alamanda dekat MCD drive thru,1700,2,1,731,Putrajaya,"Feb 6, 12:05",https://www.mudah.my/Shaftsbury+Putrajaya+depan+Alamanda+dekat+MCD+drive+thru-88565189.htm,2.3255813953488373
Fully Furnished Dwiputra Residence In Precinct 15 Putrajaya,2500,3,3,1200,Putrajaya,"Feb 6, 10:40",https://www.mudah.my/Fully+Furnished+Dwiputra+Residence+In+Precinct+15+Putrajaya-87979131.htm,2.0833333333333335
[Owner Welcome To List] The Clio Condo Fast Viewing Near IOI City Mall,1600,3,2,1012,Putrajaya,"Feb 6, 10:00",https://www.mudah.my/+Owner+Welcome+To+List+The+Clio+Condo+Fast+Viewing+Near+IOI+City+Mall-60839084.htm,1.5810276679841897
"Fully furnished Apartment Larai, Presint 6",1200,3,2,1000,Putrajaya,"Feb 5, 23:40",https://www.mudah.my/Fully+furnished+Apartment+Larai+Presint+6-88248119.htm,1.2
"[Dekat Kedai, Sekolah] Apartment Prima Presint 11 Putrajaya",1300,3,2,1000,Putrajaya,"Feb 5, 22:50",https://www.mudah.my/+Dekat+Kedai+Sekolah+Apartment+Prima+Presint+11+Putrajaya-88559409.htm,1.3
"[Facing Lake, High Level] Tamara Residence Condo, Presint 8 Putrajaya",1800,3,2,1205,Putrajaya,"Feb 5, 22:45",https://www.mudah.my/+Facing+Lake+High+Level+Tamara+Residence+Condo+Presint+8+Putrajaya-88559331.htm,1.4937759336099585
"Conezion, Near IOI City Mall, 986sf, Renovated, Fully Furnish, New",1800,3,2,986,Putrajaya,"Feb 5, 18:10",https://www.mudah.my/Conezion+Near+IOI+City+Mall+986sf+Renovated+Fully+Furnish+New-88207251.htm,1.8255578093306288
"Puteri Palma Condo, IOI City Mall",2000,3,2,1000,Putrajaya,"Feb 5, 17:40",https://www.mudah.my/Puteri+Palma+Condo+IOI+City+Mall-83173329.htm,2.0
"Sewa Murah Condominium Saujana Aster, Presint 11, Putrajaya",1500,3,2,861,Putrajaya,"Feb 5, 17:20",https://www.mudah.my/Sewa+Murah+Condominium+Saujana+Aster+Presint+11+Putrajaya-86346456.htm,1.7421602787456445
(Luxury)Conezión Residence Putrajaya Condo fully furnished,2300,3,2,986,Putrajaya,"Feb 5, 16:50",https://www.mudah.my/+Luxury+Conezi+n+Residence+Putrajaya+Condo+fully+furnished-85884877.htm,2.332657200811359
"Conezion Residences Persiaran Utara, 62502, Putrajaya - Rental",1900,2,2,900,Putrajaya,"Feb 5, 15:05",https://www.mudah.my/Conezion+Residences+Persiaran+Utara+62502+Putrajaya+Rental-88550810.htm,2.111111111111111
[ Agent Specialist ] Tamara Residence Many Units On Hand Available,2400,3,2,1205,Putrajaya,"Feb 5, 13:16",https://www.mudah.my/+Agent+Specialist+Tamara+Residence+Many+Units+On+Hand+Available-87765073.htm,1.991701244813278
[Agent Specialist Putrajaya ] - Dwiputra Residence - Many Units,1999,3,3,1200,Putrajaya,"Feb 5, 13:00",https://www.mudah.my/+Agent+Specialist+Putrajaya+Dwiputra+Residence+Many+Units-87667840.htm,1.6658333333333333
"Putrajaya Presint 15, Dwiputra Residence with Full Furniture",1650,3,2,950,Putrajaya,"Feb 5, 13:00",https://www.mudah.my/Putrajaya+Presint+15+Dwiputra+Residence+with+Full+Furniture-87972364.htm,1.736842105263158
"[ LIFESTYLE STUDIO ] Cambridge Tower, Near Presint 11, IOI mall",999,1,1,450,Putrajaya,"Feb 5, 12:51",https://www.mudah.my/+LIFESTYLE+STUDIO+Cambridge+Tower+Near+Presint+11+IOI+mall-85106205.htm,2.22
Apartment for rent,1500,3,2,950,Putrajaya,"Feb 5, 11:30",https://www.mudah.my/Apartment+for+rent-88545939.htm,1.5789473684210527
"FULLY FURNISHED Dwiputra Residence, Presint 15 Putrajaya",1600,3,2,950,Putrajaya,"Feb 5, 11:26",https://www.mudah.my/FULLY+FURNISHED+Dwiputra+Residence+Presint+15+Putrajaya-88545836.htm,1.6842105263157894
FOR RENT Tamara Residence Presint 8 Putrajaya,1700,3,2,1205,Putrajaya,"Feb 5, 10:25",https://www.mudah.my/FOR+RENT+Tamara+Residence+Presint+8+Putrajaya-88544093.htm,1.4107883817427387
LOW LEVEL Tamara Residence Presint 8 Putrajaya,2000,3,2,1205,Putrajaya,"Feb 5, 10:25",https://www.mudah.my/LOW+LEVEL+Tamara+Residence+Presint+8+Putrajaya-88544067.htm,1.6597510373443984
The Clio Residence IOI City Mall Putrajaya Serdang Hospital Uniten,1500,2,2,850,Putrajaya,"Feb 4, 17:10",https://www.mudah.my/The+Clio+Residence+IOI+City+Mall+Putrajaya+Serdang+Hospital+Uniten-88534268.htm,1.7647058823529411
Conezion Residences Putrajaya IOI City Mall Hospital Serdang,1500,2,2,786,Putrajaya,"Feb 4, 17:10",https://www.mudah.my/Conezion+Residences+Putrajaya+IOI+City+Mall+Hospital+Serdang-88534367.htm,1.9083969465648856
[FULLY FURNISHED] Dwiputra Residence Presint 15 Putrajaya,1600,3,2,950,Putrajaya,"Feb 4, 16:40",https://www.mudah.my/+FULLY+FURNISHED+Dwiputra+Residence+Presint+15+Putrajaya-87995016.htm,1.6842105263157894
"Shaftsbury Residence, 2 bedroom ID fully furnished, Putrajaya, CALL",1599,2,1,780,Putrajaya,"Feb 4, 16:40",https://www.mudah.my/Shaftsbury+Residence+2+bedroom+ID+fully+furnished+Putrajaya+CALL-88428003.htm,2.05
"Shaftsbury Residence, 2 bedroom ID fully furnished, Putrajaya, CALL",1600,2,1,780,Putrajaya,"Feb 4, 16:05",https://www.mudah.my/Shaftsbury+Residence+2+bedroom+ID+fully+furnished+Putrajaya+CALL-88062136.htm,2.051282051282051
"[Sewa Putrajaya, Deposit Rendah] Apartment Seruling Presint 5",1200,3,2,1000,Putrajaya,"Feb 4, 15:55",https://www.mudah.my/+Sewa+Putrajaya+Deposit+Rendah+Apartment+Seruling+Presint+5-88532636.htm,1.2
Below Market B/P/FFurnished Apex Tower Near Presint 11 IOI Mall,749,1,1,450,Putrajaya,"Feb 4, 15:02",https://www.mudah.my/Below+Market+B+P+FFurnished+Apex+Tower+Near+Presint+11+IOI+Mall-88531729.htm,1.6644444444444444
Duduk Secara FREE Melalui SKIM SEWA BELI Conezion Residence Putrajaya,1200,2,2,783,Putrajaya,"Feb 4, 12:25",https://www.mudah.my/Duduk+Secara+FREE+Melalui+SKIM+SEWA+BELI+Conezion+Residence+Putrajaya-88528226.htm,1.5325670498084292
Apartment for rent - putrajaya precint 17,1800,4,3,1500,Putrajaya,"Feb 4, 11:16",https://www.mudah.my/Apartment+for+rent+putrajaya+precint+17-87297730.htm,1.2
For Rent Cheapest Condominium Dwiputra Putrajaya,1500,4,3,1200,Putrajaya,"Feb 4, 10:25",https://www.mudah.my/For+Rent+Cheapest+Condominium+Dwiputra+Putrajaya-88525261.htm,1.25
For Rent Fully Furnished Condo Dwiputra Putrajaya,1900,4,3,1200,Putrajaya,"Feb 4, 10:25",https://www.mudah.my/For+Rent+Fully+Furnished+Condo+Dwiputra+Putrajaya-88525280.htm,1.5833333333333333
For Rent Condominium Tamara Putrajaya,2200,3,2,1205,Putrajaya,"Feb 4, 10:25",https://www.mudah.my/For+Rent+Condominium+Tamara+Putrajaya-88525270.htm,1.8257261410788381
Dwiputra Condo unit with Panaromic View & Fully Furnished (Corner Lot),2190,4,2,1200,Putrajaya,"Feb 4, 10:20",https://www.mudah.my/Dwiputra+Condo+unit+with+Panaromic+View+Fully+Furnished+Corner+Lot+-86675502.htm,1.825
[ Fully Furnished ] Tamara Residence Presint 8 Putrajaya,2200,3,2,1205,Putrajaya,"Feb 4, 09:10",https://www.mudah.my/+Fully+Furnished+Tamara+Residence+Presint+8+Putrajaya-88524053.htm,1.8257261410788381
"[Fully Furnished, Facing Lake] Tamara Residence, Presint 8 Putrajaya",2200,3,2,1205,Putrajaya,"Feb 4, 08:26",https://www.mudah.my/+Fully+Furnished+Facing+Lake+Tamara+Residence+Presint+8+Putrajaya-88523524.htm,1.8257261410788381
"[Sebelah Alamnda, Tasik] Apartment Saderi, Presint 16, Putrajaya",1200,3,2,1000,Putrajaya,"Feb 4, 07:45",https://www.mudah.my/+Sebelah+Alamnda+Tasik+Apartment+Saderi+Presint+16+Putrajaya-88522780.htm,1.2
"Dwiputra Residence, 1200sf, Fully furnish, Nicely Renovated",2100,3,3,1200,Putrajaya,"Feb 3, 23:42",https://www.mudah.my/Dwiputra+Residence+1200sf+Fully+furnish+Nicely+Renovated-88520781.htm,1.75
[Kitchen Cabinet] APARTMENT Seruling Presint 5 PUTRAJAYA,1400,3,2,1200,Putrajaya,"Feb 3, 22:55",https://www.mudah.my/+Kitchen+Cabinet+APARTMENT+Seruling+Presint+5+PUTRAJAYA-88519857.htm,1.1666666666666667
FREE SEWA Selama 24 Bulan: SKIM SEWA BELI Conezion Residence Putrajaya,1200,2,2,787,Putrajaya,"Feb 3, 22:40",https://www.mudah.my/FREE+SEWA+Selama+24+Bulan+SKIM+SEWA+BELI+Conezion+Residence+Putrajaya-86267289.htm,1.5247776365946633
Sewa Rumah Milik Sendiri [SEWA BELI Conezion Residence Putrajaya],1200,2,2,783,Putrajaya,"Feb 3, 22:40",https://www.mudah.my/Sewa+Rumah+Milik+Sendiri+SEWA+BELI+Conezion+Residence+Putrajaya+-86220091.htm,1.5325670498084292
"[HOT] New House For Rent | PPAM Saderi Presint 16, Putrajaya",1200,3,2,1000,Putrajaya,"Feb 3, 21:30",https://www.mudah.my/+HOT+New+House+For+Rent+PPAM+Saderi+Presint+16+Putrajaya-88518471.htm,1.2
Pangsapuri Putra Damai Precint 11 Putrajaya utk disewa/ rent LOW LEVEL,1000,3,2,700,Putrajaya,"Feb 3, 21:16",https://www.mudah.my/Pangsapuri+Putra+Damai+Precint+11+Putrajaya+utk+disewa+rent+LOW+LEVEL-87274817.htm,1.4285714285714286
"RUMAH CANTIK TAMARA RESIDENCE BLOCK C Presint 8, Putrajaya",1900,3,2,1205,Putrajaya,"Feb 3, 17:25",https://www.mudah.my/RUMAH+CANTIK+TAMARA+RESIDENCE+BLOCK+C+Presint+8+Putrajaya-88513974.htm,1.5767634854771784
"Shaftsbury Residence, 2 bedroom ID fully furnished, Putrajaya, GOOD",1600,2,1,780,Putrajaya,"Feb 3, 16:40",https://www.mudah.my/Shaftsbury+Residence+2+bedroom+ID+fully+furnished+Putrajaya+GOOD-88059275.htm,2.051282051282051
[IMMEDIATE ENTRY] Putra Harmoni Precinct 9,1000,3,2,700,Putrajaya,"Feb 3, 15:45",https://www.mudah.my/+IMMEDIATE+ENTRY+Putra+Harmoni+Precinct+9-88511607.htm,1.4285714285714286
[FULLY FURNISHED + MUSLIM ONLY] Apartment Precinct 6,1500,3,2,1000,Putrajaya,"Feb 3, 14:45",https://www.mudah.my/+FULLY+FURNISHED+MUSLIM+ONLY+Apartment+Precinct+6-88510294.htm,1.5
"[RENOVATED + FULL FURNISHED] Puteri Palma Condo, IOI",2000,4,3,1654,Putrajaya,"Feb 3, 14:44",https://www.mudah.my/+RENOVATED+FULL+FURNISHED+Puteri+Palma+Condo+IOI-88510499.htm,1.2091898428053205
LARAI PRESINT 6 Fully Furnish,1500,3,2,1200,Putrajaya,"Feb 3, 12:10",https://www.mudah.my/LARAI+PRESINT+6+Fully+Furnish-88506572.htm,1.25
Skim Sewa Beli Conezion Residence Putrajaya 2b 2b,1200,2,2,780,Putrajaya,"Feb 3, 10:46",https://www.mudah.my/Skim+Sewa+Beli+Conezion+Residence+Putrajaya+2b+2b-85878394.htm,1.5384615384615385
"[Fully Furnished + WIFI] Conezion Residence Tower B, IOI Putrajaya",1900,2,2,786,Putrajaya,"Feb 3, 09:45",https://www.mudah.my/+Fully+Furnished+WIFI+Conezion+Residence+Tower+B+IOI+Putrajaya-88503514.htm,2.4173027989821882
Homestay untuk disewakan,1800,3,1,750,Putrajaya,"Feb 3, 08:49",https://www.mudah.my/Homestay+untuk+disewakan-88502424.htm,2.4
[Fully Furnished + WIFI] Conezion Residence IOI Resort City Putrajaya,1900,2,2,786,Putrajaya,"Feb 2, 23:30",https://www.mudah.my/+Fully+Furnished+WIFI+Conezion+Residence+IOI+Resort+City+Putrajaya-88499440.htm,2.4173027989821882
Presint 17 PUDINA PUTRAJAYA Fully Furnished,1400,3,2,1000,Putrajaya,"Feb 2, 21:49",https://www.mudah.my/Presint+17+PUDINA+PUTRAJAYA+Fully+Furnished-88497899.htm,1.4
LOW LEVEL Pangsapuri Putra Damai Presint 11 Putrajaya,1100,3,2,700,Putrajaya,"Feb 2, 20:46",https://www.mudah.my/LOW+LEVEL+Pangsapuri+Putra+Damai+Presint+11+Putrajaya-88496888.htm,1.5714285714285714
LARAI Apartment Putrajaya KEMASUKAN SEGERA,1250,3,2,1200,Putrajaya,"Feb 2, 20:25",https://www.mudah.my/LARAI+Apartment+Putrajaya+KEMASUKAN+SEGERA-88496436.htm,1.0416666666666667
Apartment Saderi Presint 16 Putrajaya,1400,3,2,1200,Putrajaya,"Feb 2, 19:04",https://www.mudah.my/Apartment+Saderi+Presint+16+Putrajaya-88495453.htm,1.1666666666666667
[ Area Specialist - Dwiputra Residence ] Many Units Availble On Hand,1800,3,2,950,Putrajaya,"Feb 2, 18:35",https://www.mudah.my/+Area+Specialist+Dwiputra+Residence+Many+Units+Availble+On+Hand-88494678.htm,1.894736842105263
"Apartment Putrajaya, Presint 17 - Fully Furnished",1600,3,2,1000,Putrajaya,"Feb 2, 18:30",https://www.mudah.my/Apartment+Putrajaya+Presint+17+Fully+Furnished-88494850.htm,1.6
"Conezion, 780 sqft, 2 Bedrooms, 2 Bathrooms ( Fully furnished )",1500,2,2,780,Putrajaya,"Feb 2, 17:25",https://www.mudah.my/Conezion+780+sqft+2+Bedrooms+2+Bathrooms+Fully+furnished+-88493551.htm,1.9230769230769231
"APARTMENT SELASIH PRECINT 17, PUTRAJAYA (partially furnished)",1200,3,2,980,Putrajaya,"Feb 2, 16:50",https://www.mudah.my/APARTMENT+SELASIH+PRECINT+17+PUTRAJAYA+partially+furnished+-88493032.htm,1.2244897959183674
"FULLY FURNISHED, The Clio Residences, Putrajaya, 4min to IOI City Mall",2500,3,2,1012,Putrajaya,"Feb 2, 16:10",https://www.mudah.my/FULLY+FURNISHED+The+Clio+Residences+Putrajaya+4min+to+IOI+City+Mall-88491899.htm,2.4703557312252964
[Area Specialist ] - Dwiputra Residence P15 - Many Units Available,2100,3,3,1200,Putrajaya,"Feb 2, 14:46",https://www.mudah.my/+Area+Specialist+Dwiputra+Residence+P15+Many+Units+Available-88489889.htm,1.75
[ Agent Specialist ] Shaftsbury Avenue Fully Furnished - Many Units,1600,2,1,686,Putrajaya,"Feb 2, 14:30",https://www.mudah.my/+Agent+Specialist+Shaftsbury+Avenue+Fully+Furnished+Many+Units-87518036.htm,2.3323615160349855
Precint 17 Pangsapuri Pudina PARTIAL FURNISH + CHEAPEST + CANTIK,1100,3,2,1000,Putrajaya,"Feb 2, 14:05",https://www.mudah.my/Precint+17+Pangsapuri+Pudina+PARTIAL+FURNISH+CHEAPEST+CANTIK-88488398.htm,1.1
Partly Furnished TAMARA RESIDENCE Condo Presint 8 Putrajaya Ayer 8,1700,3,2,1205,Putrajaya,"Feb 2, 13:40",https://www.mudah.my/Partly+Furnished+TAMARA+RESIDENCE+Condo+Presint+8+Putrajaya+Ayer+8-83103238.htm,1.4107883817427387
[NICE ID FULLY FURNISHED] Dwiputra Residence Presint 15 Putrajaya,2100,3,2,1200,Putrajaya,"Feb 2, 13:18",https://www.mudah.my/+NICE+ID+FULLY+FURNISHED+Dwiputra+Residence+Presint+15+Putrajaya-87083803.htm,1.75
"Rumah Untuk Disewa di Apartment Larai Precint 6, Putrajaya",1350,4,3,1500,Putrajaya,"Feb 2, 13:07",https://www.mudah.my/Rumah+Untuk+Disewa+di+Apartment+Larai+Precint+6+Putrajaya-88487347.htm,0.9
SCHOOL WALKING DISTANCE Seruling Apartment Presint 5 Putrajaya PICC,1400,3,2,1200,Putrajaya,"Feb 2, 13:06",https://www.mudah.my/SCHOOL+WALKING+DISTANCE+Seruling+Apartment+Presint+5+Putrajaya+PICC-88487311.htm,1.1666666666666667
FACING LAKEVIEW Pudina Apartment Presint 17 Putrajaya,1200,3,2,1205,Putrajaya,"Feb 2, 13:02",https://www.mudah.my/FACING+LAKEVIEW+Pudina+Apartment+Presint+17+Putrajaya-88487217.htm,0.995850622406639
Rumah utk disewa-sesuai utk baru berkahwin,1100,3,2,950,Putrajaya,"Feb 2, 12:46",https://www.mudah.my/Rumah+utk+disewa+sesuai+utk+baru+berkahwin-88486878.htm,1.1578947368421053
Sewa Rumah Milik Sendiri [SKIM SEWA BELI Conezion Residence Putrajaya],1300,3,2,990,Putrajaya,"Feb 2, 12:30",https://www.mudah.my/Sewa+Rumah+Milik+Sendiri+SKIM+SEWA+BELI+Conezion+Residence+Putrajaya+-88486160.htm,1.3131313131313131
"[RENT] Conezion ResidenceNEXT to IOI City Mall, Putrajaya",1800,3,2,990,Putrajaya,"Feb 2, 12:29",https://www.mudah.my/+RENT+Conezion+ResidenceNEXT+to+IOI+City+Mall+Putrajaya-88486364.htm,1.8181818181818181
Dwiputra residence fully furnished,1900,3,3,1200,Putrajaya,"Feb 2, 12:00",https://www.mudah.my/Dwiputra+residence+fully+furnished-87729605.htm,1.5833333333333333
Skim Sewa Beli (RTO) Menyewa Sambil Membeli Conezion Putrajaya,1200,2,2,780,Putrajaya,"Feb 2, 11:46",https://www.mudah.my/Skim+Sewa+Beli+RTO+Menyewa+Sambil+Membeli+Conezion+Putrajaya-85570930.htm,1.5384615384615385
Apartment putrajaya,1500,3,2,1000,Putrajaya,"Feb 2, 11:28",https://www.mudah.my/Apartment+putrajaya-87201408.htm,1.5
2R2B Conezion Residence Putrajaya Near IOI City Mall Serdang Hospital,1399,2,2,783,Putrajaya,"Feb 2, 10:41",https://www.mudah.my/2R2B+Conezion+Residence+Putrajaya+Near+IOI+City+Mall+Serdang+Hospital-88483983.htm,1.7867177522349935
Tamara residence prisent 8 putrajaya,2500,3,2,900,Putrajaya,"Feb 2, 09:30",https://www.mudah.my/Tamara+residence+prisent+8+putrajaya-87866386.htm,2.7777777777777777
FULLY FURNISHED Tamara Residence Presint 8 Putrajaya,2400,3,2,1205,Putrajaya,"Feb 2, 09:05",https://www.mudah.my/FULLY+FURNISHED+Tamara+Residence+Presint+8+Putrajaya-87254052.htm,1.991701244813278
[Best Deal] The Clio Residences Ready Units IOI Resort Putrajaya,1650,3,2,1151,Putrajaya,"Feb 2, 08:40",https://www.mudah.my/+Best+Deal+The+Clio+Residences+Ready+Units+IOI+Resort+Putrajaya-60847455.htm,1.4335360556038228
FULLY FURNISHED Dwiputra Residence Condo Presint 15 Putrajaya NEXUS,2100,4,3,1260,Putrajaya,"Feb 2, 08:23",https://www.mudah.my/FULLY+FURNISHED+Dwiputra+Residence+Condo+Presint+15+Putrajaya+NEXUS-88480820.htm,1.6666666666666667
"Fully Furnished, Conezion Residence IOI Resorts City Putrajaya",1700,3,2,990,Putrajaya,"Feb 2, 06:46",https://www.mudah.my/Fully+Furnished+Conezion+Residence+IOI+Resorts+City+Putrajaya-88479983.htm,1.7171717171717171
"ID Furnished with Balcony Conezion, IOI Resorts City, Putrajaya",2500,3,3,1251,Putrajaya,"Feb 2, 04:30",https://www.mudah.my/ID+Furnished+with+Balcony+Conezion+IOI+Resorts+City+Putrajaya-88479873.htm,1.9984012789768186
(Fully Furnished) Apartment PPAM Melinjau Presint 11 Putrajaya,1500,3,2,1200,Putrajaya,"Feb 2, 00:28",https://www.mudah.my/+Fully+Furnished+Apartment+PPAM+Melinjau+Presint+11+Putrajaya-88479242.htm,1.25
[BNJ DREAM R21102] House for Rent IOI PUTRAJAYA Fully Furnished,1600,2,2,788,Putrajaya,"Feb 1, 23:55",https://www.mudah.my/+BNJ+DREAM+R21102+House+for+Rent+IOI+PUTRAJAYA+Fully+Furnished-87901046.htm,2.030456852791878
"Tamara Residence Presint 8, Putrajaya",1700,3,2,1205,Putrajaya,"Feb 1, 22:50",https://www.mudah.my/Tamara+Residence+Presint+8+Putrajaya-88477925.htm,1.4107883817427387
MURAH! + Partial Furnished Apartment Selasih PUTRAJAYA,1200,3,2,988,Putrajaya,"Feb 1, 22:05",https://www.mudah.my/MURAH+Partial+Furnished+Apartment+Selasih+PUTRAJAYA-88477085.htm,1.214574898785425
"The Clio Residences, Fully Furnish, High floor, Renovated, 2rooms2bath",1800,2,2,872,Putrajaya,"Feb 1, 17:25",https://www.mudah.my/The+Clio+Residences+Fully+Furnish+High+floor+Renovated+2rooms2bath-88471945.htm,2.0642201834862384
"Dwiputra Residence, 1200sf, Fully furnish, Renovated, Include wifi",2400,3,2,1200,Putrajaya,"Feb 1, 17:25",https://www.mudah.my/Dwiputra+Residence+1200sf+Fully+furnish+Renovated+Include+wifi-88471976.htm,2.0
"Puteri Palma Condo, IOI Resort, Partly Furnish, Low rise with lift",1500,3,2,1300,Putrajaya,"Feb 1, 17:20",https://www.mudah.my/Puteri+Palma+Condo+IOI+Resort+Partly+Furnish+Low+rise+with+lift-88074258.htm,1.1538461538461537
"Dwiputra Residence, 950sf, Fully furnish, Move in condition, Pool view",1800,3,2,950,Putrajaya,"Feb 1, 17:04",https://www.mudah.my/Dwiputra+Residence+950sf+Fully+furnish+Move+in+condition+Pool+view-88471801.htm,1.894736842105263
"The Clio Residences, IOI Resort,1012sf, 3r2b,Fully furnish, High Floor",2000,3,2,1012,Putrajaya,"Feb 1, 17:00",https://www.mudah.my/The+Clio+Residences+IOI+Resort+1012sf+3r2b+Fully+furnish+High+Floor-88208009.htm,1.976284584980237
"The Clio Residences, 1410sf, Fully Furnish, Must view, Low floor",2500,3,2,1410,Putrajaya,"Feb 1, 17:00",https://www.mudah.my/The+Clio+Residences+1410sf+Fully+Furnish+Must+view+Low+floor-88208071.htm,1.7730496453900708
"Puteri Palma Condo, IOI Resort, Fully Furnish, 1654sf, next to Mall",2400,3,2,1654,Putrajaya,"Feb 1, 17:00",https://www.mudah.my/Puteri+Palma+Condo+IOI+Resort+Fully+Furnish+1654sf+next+to+Mall-88207961.htm,1.4510278113663846
"Puteri Palma 3, Next to IOI City Mall, 1668sf, Partly Furnish",1800,3,2,1668,Putrajaya,"Feb 1, 16:50",https://www.mudah.my/Puteri+Palma+3+Next+to+IOI+City+Mall+1668sf+Partly+Furnish-88207737.htm,1.079136690647482
"Conezion, putrajaya , beside ioi city mall, opposite hospital serdang",1900,3,2,986,Putrajaya,"Feb 1, 15:25",https://www.mudah.my/Conezion+putrajaya+beside+ioi+city+mall+opposite+hospital+serdang-88468413.htm,1.9269776876267748
"Conezion, putrajaya , beside ioi city mall, opposite hospital serdang",1400,2,2,780,Putrajaya,"Feb 1, 15:25",https://www.mudah.my/Conezion+putrajaya+beside+ioi+city+mall+opposite+hospital+serdang-88468424.htm,1.794871794871795
[ Agent Specialist ] Tamara Residence Many Units On Hand Available,2400,3,2,1205,Putrajaya,"Feb 1, 14:20",https://www.mudah.my/+Agent+Specialist+Tamara+Residence+Many+Units+On+Hand+Available-87989718.htm,1.991701244813278
"[ BEST DEAL ] 3 Bedrooms FULLY ,Cambridge Tower, Presint 11",899,3,2,450,Putrajaya,"Feb 1, 14:10",https://www.mudah.my/+BEST+DEAL+3+Bedrooms+FULLY+Cambridge+Tower+Presint+11-72090659.htm,1.9977777777777779
Sewa Dulu Beli Kemudian [SKIM SEWA BELI Conezion Residence Putrajaya],1200,2,2,783,Putrajaya,"Feb 1, 13:50",https://www.mudah.my/Sewa+Dulu+Beli+Kemudian+SKIM+SEWA+BELI+Conezion+Residence+Putrajaya+-88465951.htm,1.5325670498084292
"For RENT Tamara Residence Presint 8, Putrajaya",1700,3,2,1205,Putrajaya,"Feb 1, 13:22",https://www.mudah.my/For+RENT+Tamara+Residence+Presint+8+Putrajaya-88465162.htm,1.4107883817427387
Apartment Melinjau Putrajaya unit corner view cantik,1250,3,2,1000,Putrajaya,"Feb 1, 13:01",https://www.mudah.my/Apartment+Melinjau+Putrajaya+unit+corner+view+cantik-88464649.htm,1.25
Fully furnished Condo in Putrajaya,2000,3,2,1205,Putrajaya,"Feb 1, 12:16",https://www.mudah.my/Fully+furnished+Condo+in+Putrajaya-85998287.htm,1.6597510373443984
Apartment larai Presint 6 (P6) putrajaya near pullman picc,1150,3,2,1200,Putrajaya,"Feb 1, 10:43",https://www.mudah.my/Apartment+larai+Presint+6+P6+putrajaya+near+pullman+picc-88246503.htm,0.9583333333333334
"Pudina apartment, putrajaya",1900,4,3,1500,Putrajaya,"Feb 1, 10:16",https://www.mudah.my/Pudina+apartment+putrajaya-88460750.htm,1.2666666666666666
"[Fully Furnished, Facing Lake] Tamara Residence, Presint 18, Putrajaya",2400,3,2,1205,Putrajaya,"Feb 1, 07:50",https://www.mudah.my/+Fully+Furnished+Facing+Lake+Tamara+Residence+Presint+18+Putrajaya-88458065.htm,1.991701244813278
"[New Paint, Curtain] Tamara Residence Condo, Presint 18, Putrajaya",1700,3,2,1205,Putrajaya,"Feb 1, 00:10",https://www.mudah.my/+New+Paint+Curtain+Tamara+Residence+Condo+Presint+18+Putrajaya-88456408.htm,1.4107883817427387
"[NampakTasik,DekatSekolah] Apartment PPAM Pudina, Presint 17 Putrajaya",1200,3,2,1200,Putrajaya,"Jan 31, 22:30",https://www.mudah.my/+NampakTasik+DekatSekolah+Apartment+PPAM+Pudina+Presint+17+Putrajaya-88455503.htm,1.0
Apartment Putra Damai untuk disewa,260000,3,2,750,Putrajaya,"Jan 31, 21:48",https://www.mudah.my/Apartment+Putra+Damai+untuk+disewa-88455121.htm,346.6666666666667
Kondo prima presint 11 untuk disewakan,1300,3,2,1000,Putrajaya,"Jan 31, 17:29",https://www.mudah.my/Kondo+prima+presint+11+untuk+disewakan-88451940.htm,1.3
"Conezion Brand New Unit, Walking Distance To IOI City Mall",1700,3,2,986,Putrajaya,"Jan 31, 00:30",https://www.mudah.my/Conezion+Brand+New+Unit+Walking+Distance+To+IOI+City+Mall-83482680.htm,1.7241379310344827
CONEZION SEWA MURAH RUMAH BARU CANTIK near IOI MALL PUTRAJAYA,1200,2,2,780,Putrajaya,"Jan 30, 21:25",https://www.mudah.my/CONEZION+SEWA+MURAH+RUMAH+BARU+CANTIK+near+IOI+MALL+PUTRAJAYA-88439516.htm,1.5384615384615385
FULLY FURNISHED | Apartment Dwiputra Residence,2500,4,3,1200,Putrajaya,"Jan 30, 17:20",https://www.mudah.my/FULLY+FURNISHED+Apartment+Dwiputra+Residence-87700286.htm,2.0833333333333335
Saujana Aster Condo Presint 11 For Rent,1300,3,2,1043,Putrajaya,"Jan 30, 15:22",https://www.mudah.my/Saujana+Aster+Condo+Presint+11+For+Rent-88432997.htm,1.2464046021093
BELOW MARKET!! Shaftsbury Stellar Residence Putrajaya 2R1B 690SF F/F,1588,2,1,686,Putrajaya,"Jan 30, 12:10",https://www.mudah.my/BELOW+MARKET+Shaftsbury+Stellar+Residence+Putrajaya+2R1B+690SF+F+F-88428572.htm,2.314868804664723
"Shaftsbury Residence, 2 bedroom ID fully furnished, Putrajaya, CALL",1600,2,1,780,Putrajaya,"Jan 30, 11:45",https://www.mudah.my/Shaftsbury+Residence+2+bedroom+ID+fully+furnished+Putrajaya+CALL-88428004.htm,2.051282051282051
FULLY FURNISHED Apartment Larai Presint 6 Putrajaya,1200,3,2,1200,Putrajaya,"Jan 30, 10:30",https://www.mudah.my/FULLY+FURNISHED+Apartment+Larai+Presint+6+Putrajaya-88426293.htm,1.0
