Title,Price,Bedrooms,Bathrooms,Areas,Location,Release Date,Url
2 1/2 storey semi d new heaven presint 18 putrajaya,1400000,6,5,3300,Putrajaya,"Feb 4, 11:24",https://www.mudah.my/2+1+2+storey+semi+d+new+heaven+presint+18+putrajaya-88527009.htm
EXCLUSIVE BUNGALOW PRESINT 14 near ALAMANDA NADI 15 PUTRAJAYA,3000000,7,7,12000,Putrajaya,"Feb 4, 11:05",https://www.mudah.my/EXCLUSIVE+BUNGALOW+PRESINT+14+near+ALAMANDA+NADI+15+PUTRAJAYA-88526482.htm
"[Murah + Facing Open] 2 Storey Terrace END LOT, Presint 14, Putrajaya",850000,4,3,2185,Putrajaya,"Feb 4, 10:55",https://www.mudah.my/+Murah+Facing+Open+2+Storey+Terrace+END+LOT+Presint+14+Putrajaya-88525929.htm
"TERMURAH Double Storey PRESINT 11, PUTRAJAYA",675000,4,3,1540,Putrajaya,"Feb 4, 10:43",https://www.mudah.my/TERMURAH+Double+Storey+PRESINT+11+PUTRAJAYA-88525990.htm
[nice house] corner lot presint 8 putrajaya,1000000,4,4,2670,Putrajaya,"Feb 4, 10:30",https://www.mudah.my/+nice+house+corner+lot+presint+8+putrajaya-88525715.htm
Corner Lot 2 1/2 Storey House Presint 18 Putrajaya,1020000,5,4,2830,Putrajaya,"Feb 4, 10:24",https://www.mudah.my/Corner+Lot+2+1+2+Storey+House+Presint+18+Putrajaya-88012629.htm
2 Storey Terrace Precint 11 Putrajaya,675000,4,3,2000,Putrajaya,"Feb 4, 10:10",https://www.mudah.my/2+Storey+Terrace+Precint+11+Putrajaya-88524964.htm
"2 Storey, PRESINT 11, PUTRAJAYA [NICE HOUSE]",789000,4,3,2100,Putrajaya,"Feb 4, 09:05",https://www.mudah.my/2+Storey+PRESINT+11+PUTRAJAYA+NICE+HOUSE+-88524037.htm
NEW UNIT 3 Storey Terrace Villa Putrajaya,1400000,5,6,1800,Putrajaya,"Feb 4, 08:31",https://www.mudah.my/NEW+UNIT+3+Storey+Terrace+Villa+Putrajaya-85927928.htm
"PRESINT 14, 2 Storey Link House (End Lot)",850000,4,3,2185,Putrajaya,"Feb 4, 02:40",https://www.mudah.my/PRESINT+14+2+Storey+Link+House+End+Lot+-88392885.htm
"3 Storey Sera Semi D Twim VILLA Precint 8, Putrajaya",1950000,6,6,4500,Putrajaya,"Feb 4, 02:40",https://www.mudah.my/3+Storey+Sera+Semi+D+Twim+VILLA+Precint+8+Putrajaya-86380627.htm
"FACING LAKE!! Astana Semi Detached House Presint 8, Putrajaya",3293100,5,6,3360,Putrajaya,"Feb 4, 02:20",https://www.mudah.my/FACING+LAKE+Astana+Semi+Detached+House+Presint+8+Putrajaya-85085512.htm
"[MUR4H] DOUBLE STOREY, PRESINT 11, Putrajaya",675000,4,3,2100,Putrajaya,"Feb 4, 02:09",https://www.mudah.my/+MUR4H+DOUBLE+STOREY+PRESINT+11+Putrajaya-88521713.htm
Triple Storey Hamton Kemensah Banglo H'Kemensah,3441000,6,7,5998,Putrajaya,"Feb 4, 02:00",https://www.mudah.my/Triple+Storey+Hamton+Kemensah+Banglo+H+Kemensah-87977048.htm
"Double Storey Terrace House TURNBERRY Intermediate, Putrajaya P12",880000,4,3,2062,Putrajaya,"Feb 4, 02:00",https://www.mudah.my/Double+Storey+Terrace+House+TURNBERRY+Intermediate+Putrajaya+P12-86602035.htm
Brand new superlink! corner facing lake 2 1/2 storey desiran bayu!,1350000,6,5,3800,Putrajaya,"Feb 4, 01:45",https://www.mudah.my/Brand+new+superlink+corner+facing+lake+2+1+2+storey+desiran+bayu+-84983362.htm
FULLY RENOVATED Double Storey Presint 16 Putrajaya MURAH,980000,4,3,2300,Putrajaya,"Feb 3, 23:10",https://www.mudah.my/FULLY+RENOVATED+Double+Storey+Presint+16+Putrajaya+MURAH-88520057.htm
FULLY RENOVATED 2 Storey Presint 16 Putrajaya,980000,4,3,2300,Putrajaya,"Feb 3, 22:25",https://www.mudah.my/FULLY+RENOVATED+2+Storey+Presint+16+Putrajaya-88519368.htm
Double Storey Terrace House at Presint 11 Putrajaya,675000,4,3,1650,Putrajaya,"Feb 3, 16:50",https://www.mudah.my/Double+Storey+Terrace+House+at+Presint+11+Putrajaya-88513094.htm
Facing open the pines double storey presint 11 putrajaya,780000,4,3,1400,Putrajaya,"Feb 3, 16:45",https://www.mudah.my/Facing+open+the+pines+double+storey+presint+11+putrajaya-88512993.htm
"0%[dp] Putrajaya south ,taman langat utama , kota warisan , Dengkil",324000,4,2,1310,Putrajaya,"Feb 3, 16:45",https://www.mudah.my/0+dp+Putrajaya+south+taman+langat+utama+kota+warisan+Dengkil-86259491.htm
[ FOR SALE | PUTRAJAYA ] Presint 11 Teres 2 Taman Residence 9 Tamara,675000,4,3,2100,Putrajaya,"Feb 3, 15:48",https://www.mudah.my/+FOR+SALE+PUTRAJAYA+Presint+11+Teres+2+Taman+Residence+9+Tamara-88511998.htm
Putrajaya!!!Limited 28x90 Semi-D Concept Double Storey Superlink House,433099,4,4,2889,Putrajaya,"Feb 3, 15:40",https://www.mudah.my/Putrajaya+Limited+28x90+Semi+D+Concept+Double+Storey+Superlink+House-85093566.htm
New Promotion for MCO!! 26x80 Double Storey (0%D/P+Cash Back 60K),418099,4,4,2987,Putrajaya,"Feb 3, 15:40",https://www.mudah.my/New+Promotion+for+MCO+26x80+Double+Storey+0+D+P+Cash+Back+60K+-83445712.htm
Putrajaya!!! 24x85 Double Storey Superlink House(Selling Price 4xxK!!),412899,4,4,2875,Putrajaya,"Feb 3, 15:30",https://www.mudah.my/Putrajaya+24x85+Double+Storey+Superlink+House+Selling+Price+4xxK+-83445711.htm
57x70 Cashback 90K Double Storey Garden Home,696000,4,4,2100,Putrajaya,"Feb 3, 14:10",https://www.mudah.my/57x70+Cashback+90K+Double+Storey+Garden+Home-86505079.htm
FREEHOLD Lakeview Double Storey Terrace for sale near Putrajaya,700000,4,4,2100,Putrajaya,"Feb 3, 14:10",https://www.mudah.my/FREEHOLD+Lakeview+Double+Storey+Terrace+for+sale+near+Putrajaya-82312101.htm
FREEHOLD [gated&guarded] 2 storey garden home with private garden,710000,4,4,2606,Putrajaya,"Feb 3, 14:10",https://www.mudah.my/FREEHOLD+gated+guarded+2+storey+garden+home+with+private+garden-82136327.htm
[GATED&GUARDED] CASH BACK RM100K 2STY Garden house 15min to PUTRAJAYA,700000,4,4,2500,Putrajaya,"Feb 3, 14:10",https://www.mudah.my/+GATED+GUARDED+CASH+BACK+RM100K+2STY+Garden+house+15min+to+PUTRAJAYA-82070342.htm
[ Murah + Facing Open ] Rumah Teres End Lot Presint 14 Putrajaya,860000,4,3,2185,Putrajaya,"Feb 3, 13:50",https://www.mudah.my/+Murah+Facing+Open+Rumah+Teres+End+Lot+Presint+14+Putrajaya-86246275.htm
Rumah teres 2 tingkat putrajaya presint 11 / freehold,675000,4,3,1540,Putrajaya,"Feb 3, 11:50",https://www.mudah.my/Rumah+teres+2+tingkat+putrajaya+presint+11+freehold-88506056.htm
"{PALING MURAH} Presint 11 Putrajaya, Good Condition, Cheapest Unit",675000,4,3,2100,Putrajaya,"Feb 3, 11:35",https://www.mudah.my/+PALING+MURAH+Presint+11+Putrajaya+Good+Condition+Cheapest+Unit-88499746.htm
Putrajaya Dengkil Modern Semi D,519000,4,2,2710,Putrajaya,"Feb 3, 10:25",https://www.mudah.my/Putrajaya+Dengkil+Modern+Semi+D-85702648.htm
"Premium 3 Sty Bungalow Danau Suria Precinct 16, Putrajaya",3195500,6,6,4220,Putrajaya,"Feb 3, 10:11",https://www.mudah.my/Premium+3+Sty+Bungalow+Danau+Suria+Precinct+16+Putrajaya-86571633.htm
"New Modern Design Semi D Astana Presint 8, Putrajaya",3293100,6,7,6456,Putrajaya,"Feb 3, 10:01",https://www.mudah.my/New+Modern+Design+Semi+D+Astana+Presint+8+Putrajaya-86916984.htm
6 bilik presint 16 jalan kaki alamanda Paling murah 2 tingkat berpagar,449999,6,4,1220,Putrajaya,"Feb 3, 09:41",https://www.mudah.my/6+bilik+presint+16+jalan+kaki+alamanda+Paling+murah+2+tingkat+berpagar-88503424.htm
[SURAU WALKING DISTANCE] Semi-D Double Storey Presint 14 Putrajaya,1250000,5,5,3200,Putrajaya,"Feb 3, 09:40",https://www.mudah.my/+SURAU+WALKING+DISTANCE+Semi+D+Double+Storey+Presint+14+Putrajaya-84887285.htm
Privacy precint 10 Kiri Kanan depan belakang elit,1400000,5,4,2999,Putrajaya,"Feb 3, 08:05",https://www.mudah.my/Privacy+precint+10+Kiri+Kanan+depan+belakang+elit-88501448.htm
Rumah berpagar 3 tingkat paling murah putrajaya non bumi unver mv sale,1049999,5,5,3889,Putrajaya,"Feb 3, 07:47",https://www.mudah.my/Rumah+berpagar+3+tingkat+paling+murah+putrajaya+non+bumi+unver+mv+sale-88501418.htm
"FLEXIBLE DEPOSIT] Double Storey Terrace House PRESINT 11, PUTRAJAYA",675000,4,3,2100,Putrajaya,"Feb 3, 05:41",https://www.mudah.my/FLEXIBLE+DEPOSIT+Double+Storey+Terrace+House+PRESINT+11+PUTRAJAYA-88500842.htm
[ FREEHOLD + 22x70 ] Double Stry House PRESINT 11 Putrajaya,675000,4,3,2100,Putrajaya,"Feb 3, 02:10",https://www.mudah.my/+FREEHOLD+22x70+Double+Stry+House+PRESINT+11+Putrajaya-88500553.htm
"2 1/2 Storey Semi Detached House NEW HAVEN Presint 18H, Putrajaya",1500000,5,5,3200,Putrajaya,"Feb 3, 00:20",https://www.mudah.my/2+1+2+Storey+Semi+Detached+House+NEW+HAVEN+Presint+18H+Putrajaya-88007522.htm
Double Storey Terrace House TURNBERRY Intermediate Precint 12,880000,4,3,2062,Putrajaya,"Feb 2, 23:45",https://www.mudah.my/Double+Storey+Terrace+House+TURNBERRY+Intermediate+Precint+12-86927235.htm
Fera Twinvilla 3 Storey Semi Detached Villa Presint 8 Putrajaya,2700000,5,5,4521,Putrajaya,"Feb 2, 23:45",https://www.mudah.my/Fera+Twinvilla+3+Storey+Semi+Detached+Villa+Presint+8+Putrajaya-83519471.htm
"2 Storey-CORNER Precint 11a, Putrajaya",865000,4,3,1650,Putrajaya,"Feb 2, 21:10",https://www.mudah.my/2+Storey+CORNER+Precint+11a+Putrajaya-88497085.htm
"[FREE LEGAL FEES] Luxury 3 Storey Terrace near D'Pluze LHDN, Putrajaya",968000,5,5,2750,Putrajaya,"Feb 2, 20:05",https://www.mudah.my/+FREE+LEGAL+FEES+Luxury+3+Storey+Terrace+near+D+Pluze+LHDN+Putrajaya-88496313.htm
Best Value Completed 2.5 Storey Semi D Augusta Precinct 12 Putrajaya,2682888,5,5,3207,Putrajaya,"Feb 2, 18:48",https://www.mudah.my/Best+Value+Completed+2+5+Storey+Semi+D+Augusta+Precinct+12+Putrajaya-88495155.htm
Best Value Triple Storey Duta Villa Residence Precicnt 14 Putrajaya,1350000,6,6,3660,Putrajaya,"Feb 2, 18:30",https://www.mudah.my/Best+Value+Triple+Storey+Duta+Villa+Residence+Precicnt+14+Putrajaya-88494599.htm
Bungalow with Large Land Kg. Abu Bakar Baginda,1350000,5,5,15000,Putrajaya,"Feb 2, 18:30",https://www.mudah.my/Bungalow+with+Large+Land+Kg+Abu+Bakar+Baginda-79582520.htm
"2 Storey Intermediate Presint 11, Putrajaya",695000,4,3,1650,Putrajaya,"Feb 2, 18:25",https://www.mudah.my/2+Storey+Intermediate+Presint+11+Putrajaya-88494550.htm
"Furnished & Fitted: 2.5 Storey Semi-D, Presint 8, Putrajaya",1850000,5,5,4200,Putrajaya,"Feb 2, 18:24",https://www.mudah.my/Furnished+Fitted+2+5+Storey+Semi+D+Presint+8+Putrajaya-88494763.htm
Non bumi lot fully furnished serai twin villa 3 storey presint 8,2950000,6,6,3768,Putrajaya,"Feb 2, 17:50",https://www.mudah.my/Non+bumi+lot+fully+furnished+serai+twin+villa+3+storey+presint+8-87239838.htm
"3 storey hyperlink terrace, hot area putrajaya",1467000,6,6,3660,Putrajaya,"Feb 2, 17:05",https://www.mudah.my/3+storey+hyperlink+terrace+hot+area+putrajaya-88493060.htm
"(END LOT! RENOVATED!) 2 Storey Link House, Presint 14, Putrajaya",865000,4,3,1905,Putrajaya,"Feb 2, 16:10",https://www.mudah.my/+END+LOT+RENOVATED+2+Storey+Link+House+Presint+14+Putrajaya-85672638.htm
"Rumah Teres 2 Tingkat, Presint 9, Putrajaya",665000,4,3,1900,Putrajaya,"Feb 2, 14:30",https://www.mudah.my/Rumah+Teres+2+Tingkat+Presint+9+Putrajaya-88489062.htm
[2100SQFT] [FREEHOLD] Double Storey Intermediate Terrace Presint 11,789000,4,3,2100,Putrajaya,"Feb 2, 14:25",https://www.mudah.my/+2100SQFT+FREEHOLD+Double+Storey+Intermediate+Terrace+Presint+11-88488889.htm
"(LAKE VIEW) 3 Storey FERA Twinvilla, Presint 8, Putrajaya",3825000,6,6,5026,Putrajaya,"Feb 2, 14:15",https://www.mudah.my/+LAKE+VIEW+3+Storey+FERA+Twinvilla+Presint+8+Putrajaya-87569901.htm
(NICE LANDSCAPE) Exclusive Bungalow at Presint 14 Putrajaya,2850000,6,6,4800,Putrajaya,"Feb 2, 14:15",https://www.mudah.my/+NICE+LANDSCAPE+Exclusive+Bungalow+at+Presint+14+Putrajaya-87566515.htm
Beautiful semi D double storey Putrajaya presint 15,2100000,5,5,3200,Putrajaya,"Feb 2, 13:57",https://www.mudah.my/Beautiful+semi+D+double+storey+Putrajaya+presint+15-88488463.htm
"2.5 Storey Superlink House, Corner, Presint 16, Putrajaya, 6 Bedrooms",1350000,6,5,3800,Putrajaya,"Feb 2, 13:49",https://www.mudah.my/2+5+Storey+Superlink+House+Corner+Presint+16+Putrajaya+6+Bedrooms-71126487.htm
[FULL LOAN]+[free cash back RM100K] 2sty 10min to putrajaya,675000,4,4,2600,Putrajaya,"Feb 2, 13:40",https://www.mudah.my/+FULL+LOAN+free+cash+back+RM100K+2sty+10min+to+putrajaya-82572071.htm
MURAH LANDED 2 Storey Terrace Natura Presint 11 Putrajaya,750000,4,3,2100,Putrajaya,"Feb 2, 13:00",https://www.mudah.my/MURAH+LANDED+2+Storey+Terrace+Natura+Presint+11+Putrajaya-88331090.htm
[54x70] Corner Lot Wide Land House in Gated Guarded Modern Township,690000,4,4,3445,Putrajaya,"Feb 2, 13:00",https://www.mudah.my/+54x70+Corner+Lot+Wide+Land+House+in+Gated+Guarded+Modern+Township-79196888.htm
(54X70)New CONER PUTRAJAYA DOUBLE STOREY [ below market value],678000,4,4,4325,Putrajaya,"Feb 2, 13:00",https://www.mudah.my/+54X70+New+CONER+PUTRAJAYA+DOUBLE+STOREY+below+market+value+-78533454.htm
[Full Govt Loan]54x70 Corner Lot Garden near ERL Putrajaya,700000,4,4,4369,Putrajaya,"Feb 2, 12:40",https://www.mudah.my/+Full+Govt+Loan+54x70+Corner+Lot+Garden+near+ERL+Putrajaya-76682416.htm
End Lot Double Storey Terrace Link Presint 14 Putrajaya,850000,4,3,1905,Putrajaya,"Feb 2, 12:26",https://www.mudah.my/End+Lot+Double+Storey+Terrace+Link+Presint+14+Putrajaya-88486301.htm
"22'x75' / 22'x85', Bandar Sri Sendayan, New Completed Unit, Full Loan",550000,4,4,3164,Putrajaya,"Feb 2, 11:49",https://www.mudah.my/22+x75+22+x85+Bandar+Sri+Sendayan+New+Completed+Unit+Full+Loan-87162827.htm
"MURAH & Fully Furnished 2 Storey Semi-D, Presint 16, Putrajaya",1100000,4,3,3000,Putrajaya,"Feb 2, 11:10",https://www.mudah.my/MURAH+Fully+Furnished+2+Storey+Semi+D+Presint+16+Putrajaya-85490379.htm
Double Storey Corner Lot Precint 11 Putrajaya For Sale,950000,4,3,3287,Putrajaya,"Feb 2, 10:25",https://www.mudah.my/Double+Storey+Corner+Lot+Precint+11+Putrajaya+For+Sale-88483202.htm
Putrajaya cyberjaya beautiful triple storey,2700000,7,7,4600,Putrajaya,"Feb 2, 10:25",https://www.mudah.my/Putrajaya+cyberjaya+beautiful+triple+storey-88386781.htm
"Two Storey SuperLink Terrace (Spacious) at Precint 11, Putrajaya",1130000,5,6,2742,Putrajaya,"Feb 2, 10:09",https://www.mudah.my/Two+Storey+SuperLink+Terrace+Spacious+at+Precint+11+Putrajaya-83662344.htm
Beautiful New Semi D at Augusta Residence Precinct 12 Putrajaya,2173139,6,7,4291,Putrajaya,"Feb 2, 10:05",https://www.mudah.my/Beautiful+New+Semi+D+at+Augusta+Residence+Precinct+12+Putrajaya-86828983.htm
"NICE HOUSE! Semi D Double Storey Presint 15, Putrajaya",1300000,5,5,3200,Putrajaya,"Feb 2, 09:50",https://www.mudah.my/NICE+HOUSE+Semi+D+Double+Storey+Presint+15+Putrajaya-88386000.htm
"(RM3K BOOKING ONLY! WITH POOL) AUGUSTA 3 Storey Semi D, P12, Putrajaya",2173139,6,6,4291,Putrajaya,"Feb 2, 09:35",https://www.mudah.my/+RM3K+BOOKING+ONLY+WITH+POOL+AUGUSTA+3+Storey+Semi+D+P12+Putrajaya-84274045.htm
"[BELOW MV + FULLY FURNISHED] 2 Storey Terrace Presint 14, Putrajaya",860000,4,3,2185,Putrajaya,"Feb 2, 09:30",https://www.mudah.my/+BELOW+MV+FULLY+FURNISHED+2+Storey+Terrace+Presint+14+Putrajaya-88481884.htm
"FULLY FURNISHED 2 Storey, Presint 16, Putrajaya",950000,4,3,1800,Putrajaya,"Feb 2, 09:05",https://www.mudah.my/FULLY+FURNISHED+2+Storey+Presint+16+Putrajaya-87256901.htm
"[FREEHOLD] 2 Storey Bungalow Precint 10, Putrajaya",2499000,7,5,4436,Putrajaya,"Feb 2, 08:44",https://www.mudah.my/+FREEHOLD+2+Storey+Bungalow+Precint+10+Putrajaya-79543037.htm
"3 Storey Corner Semi D, Serene Boutique Garden Homes, Precint 8, Putra",3092300,5,5,8809,Putrajaya,"Feb 2, 01:40",https://www.mudah.my/3+Storey+Corner+Semi+D+Serene+Boutique+Garden+Homes+Precint+8+Putra-85293800.htm
"[Near Ammenities,Freehold] 2 Sty End Lot Palma Presint 11 Putrajaya",880000,4,3,880000,Putrajaya,"Feb 1, 22:02",https://www.mudah.my/+Near+Ammenities+Freehold+2+Sty+End+Lot+Palma+Presint+11+Putrajaya-88477308.htm
(fully furnished) endlot 2 storey terrace presint 14 putrajaya,850000,4,3,2185,Putrajaya,"Feb 1, 21:22",https://www.mudah.my/+fully+furnished+endlot+2+storey+terrace+presint+14+putrajaya-88476437.htm
"OPEN TITLE | RENOVATED | LA : 40x80 | Semi-D Double Storey, Presint 15",1300000,5,5,3200,Putrajaya,"Feb 1, 20:10",https://www.mudah.my/OPEN+TITLE+RENOVATED+LA+40x80+Semi+D+Double+Storey+Presint+15-87084427.htm
FURNISHED l 2 Storey Terrace ENDLOT FACING OPEN Presint 14 Putrajaya,860000,4,3,2185,Putrajaya,"Feb 1, 17:05",https://www.mudah.my/FURNISHED+l+2+Storey+Terrace+ENDLOT+FACING+OPEN+Presint+14+Putrajaya-86972138.htm
"[CORNER LOT] 2.5 Storey Desiran Bayu, Putrajaya",1350000,6,5,3800,Putrajaya,"Feb 1, 12:00",https://www.mudah.my/+CORNER+LOT+2+5+Storey+Desiran+Bayu+Putrajaya-88260135.htm
"FULL LOAN, Renovated & Well Maintained House, Precint 11, Putrajaya",780000,4,3,2000,Putrajaya,"Feb 1, 11:06",https://www.mudah.my/FULL+LOAN+Renovated+Well+Maintained+House+Precint+11+Putrajaya-85548545.htm
"[Near Surau, Shoplots] Exclusive Bungalow at Presint 14 Putrajaya",3000000,7,7,6000,Putrajaya,"Feb 1, 11:01",https://www.mudah.my/+Near+Surau+Shoplots+Exclusive+Bungalow+at+Presint+14+Putrajaya-88461847.htm
"FREEHOLD | CORNER LOT 2 Storey Bungalow Presint 14, Putrajaya 9000sqft",2900000,6,6,9000,Putrajaya,"Feb 1, 09:08",https://www.mudah.my/FREEHOLD+CORNER+LOT+2+Storey+Bungalow+Presint+14+Putrajaya+9000sqft-88459333.htm
Partly furnish CORNER LOT SEMI D Double Storey House Presint 16,1200000,4,3,4250,Putrajaya,"Feb 1, 08:21",https://www.mudah.my/Partly+furnish+CORNER+LOT+SEMI+D+Double+Storey+House+Presint+16-88458556.htm
"[Cheapest, Freehold, FF] 2 Storey Semi D at Presint 16 Putrajaya",1100000,4,3,3000,Putrajaya,"Feb 1, 07:30",https://www.mudah.my/+Cheapest+Freehold+FF+2+Storey+Semi+D+at+Presint+16+Putrajaya-88457845.htm
Semi D Presint 15 Putrajaya,1300000,5,5,2800,Putrajaya,"Jan 31, 21:50",https://www.mudah.my/Semi+D+Presint+15+Putrajaya-85207642.htm
Banglo Baru Bawah 1M Berdekatan Putrajaya Sungai Merab,750000,4,3,5468,Putrajaya,"Jan 31, 19:30",https://www.mudah.my/Banglo+Baru+Bawah+1M+Berdekatan+Putrajaya+Sungai+Merab-88453278.htm
Semi D Double Storey Presint Diplomat,1250000,5,5,3300,Putrajaya,"Jan 31, 18:02",https://www.mudah.my/Semi+D+Double+Storey+Presint+Diplomat-88356155.htm
Teres 2 tingkat serenia adiva township,595000,4,3,1874,Putrajaya,"Jan 31, 16:02",https://www.mudah.my/Teres+2+tingkat+serenia+adiva+township-88450737.htm
[Full Loan]33x75sqf FreeHold New Landed No Hidden Charge G/Gated,348888,4,4,2846,Putrajaya,"Jan 31, 14:35",https://www.mudah.my/+Full+Loan+33x75sqf+FreeHold+New+Landed+No+Hidden+Charge+G+Gated-86804590.htm
"2 ½ Storey Intermediate House at Desiran Bayu, Presint 16 Putrajaya",1200000,6,5,3321,Putrajaya,"Jan 31, 14:30",https://www.mudah.my/2+Storey+Intermediate+House+at+Desiran+Bayu+Presint+16+Putrajaya-86701511.htm
[ENDLOT] Teres 2 Tingkat Presint 14 Putrajaya,860000,4,3,2185,Putrajaya,"Jan 31, 12:44",https://www.mudah.my/+ENDLOT+Teres+2+Tingkat+Presint+14+Putrajaya-86794204.htm
"Desa Pinggiran Putra Bungalow Single Storey Kajang, Putrajaya",900000,4,3,6300,Putrajaya,"Jan 31, 12:40",https://www.mudah.my/Desa+Pinggiran+Putra+Bungalow+Single+Storey+Kajang+Putrajaya-87887651.htm
"MURAH! Brand New Bungalow Desa Pinggiran Putra, Putrajaya",1800000,4,5,7790,Putrajaya,"Jan 31, 12:35",https://www.mudah.my/MURAH+Brand+New+Bungalow+Desa+Pinggiran+Putra+Putrajaya-87002182.htm
2 Storey Semi D Evergreen Garden Residence Cyberjaya,1200000,5,4,3076,Putrajaya,"Jan 31, 11:03",https://www.mudah.my/2+Storey+Semi+D+Evergreen+Garden+Residence+Cyberjaya-88445502.htm
Double storey bungalow prescint 10 putrajaya for sale,2700000,6,5,7800,Putrajaya,"Jan 31, 09:45",https://www.mudah.my/Double+storey+bungalow+prescint+10+putrajaya+for+sale-88444063.htm
"WOW , EndLot Double Storey Superlink Ttdi Aquina Alam Impian Shah Alam",949000,5,4,2650,Putrajaya,"Jan 30, 21:10",https://www.mudah.my/WOW+EndLot+Double+Storey+Superlink+Ttdi+Aquina+Alam+Impian+Shah+Alam-88439004.htm
Corner Lot 2 Storey Taman Pinggiran Putra,870000,4,3,1500,Putrajaya,"Jan 30, 20:50",https://www.mudah.my/Corner+Lot+2+Storey+Taman+Pinggiran+Putra-88438628.htm
Putrajaya Turnberry Double Storey (RENOVATED+FREEHOLD+EXTRA LAND+NEGO),1100000,4,3,2519,Putrajaya,"Jan 30, 17:07",https://www.mudah.my/Putrajaya+Turnberry+Double+Storey+RENOVATED+FREEHOLD+EXTRA+LAND+NEGO+-88435342.htm
"2 Sty House PALING MURAH near Alamanda, INSPEN and P. Diplomatik",760000,4,3,1905,Putrajaya,"Jan 30, 15:50",https://www.mudah.my/2+Sty+House+PALING+MURAH+near+Alamanda+INSPEN+and+P+Diplomatik-88433319.htm
"Terrace Endlot, 2.5 Storey at Presint 18C Putrajaya For Sale",1080000,4,4,2500,Putrajaya,"Jan 30, 13:45",https://www.mudah.my/Terrace+Endlot+2+5+Storey+at+Presint+18C+Putrajaya+For+Sale-83697127.htm
"(CORNER /RENOVATED) 2 Storey Semi D House, Presint 8, Putrajaya",1800000,5,4,6679,Putrajaya,"Jan 30, 12:45",https://www.mudah.my/+CORNER+RENOVATED+2+Storey+Semi+D+House+Presint+8+Putrajaya-88429417.htm
"Partly-Furnished: 2 1/2 Storey Semi-D, New Haven, Presint 18 Putrajaya",1400000,5,5,3200,Putrajaya,"Jan 30, 12:37",https://www.mudah.my/Partly+Furnished+2+1+2+Storey+Semi+D+New+Haven+Presint+18+Putrajaya-84946403.htm
"Facing Lake: Fully-Fitted 2.5 Sty Semi-D, Yara Twinvilla, P8 Putrajaya",3000000,5,5,5300,Putrajaya,"Jan 30, 12:36",https://www.mudah.my/Facing+Lake+Fully+Fitted+2+5+Sty+Semi+D+Yara+Twinvilla+P8+Putrajaya-85329298.htm
"Fully-Furnished: 2 1/2 Storey Semi-D, New Haven, Presint 18, Putrajaya",1450000,5,4,3200,Putrajaya,"Jan 30, 12:36",https://www.mudah.my/Fully+Furnished+2+1+2+Storey+Semi+D+New+Haven+Presint+18+Putrajaya-85042962.htm
"Partially-Furnished: 2 Storey Bungalow, Presint 14, Putrajaya",2800000,6,6,9000,Putrajaya,"Jan 30, 12:27",https://www.mudah.my/Partially+Furnished+2+Storey+Bungalow+Presint+14+Putrajaya-85388889.htm
Booking RM3k ( NEW HOUSE ) Astana Semi Detached Presint 8 Putrajaya,3293100,6,6,6588,Putrajaya,"Jan 30, 12:00",https://www.mudah.my/Booking+RM3k+NEW+HOUSE+Astana+Semi+Detached+Presint+8+Putrajaya-85479477.htm
Beautiful Bungalow Desa Pinggiran Putra Sebelah Putrajaya,1599000,5,5,7200,Putrajaya,"Jan 30, 11:40",https://www.mudah.my/Beautiful+Bungalow+Desa+Pinggiran+Putra+Sebelah+Putrajaya-88386613.htm
[FREEHOLD] Luxury 3.5 storeys ENDLOT BUNGALOW VVIP area Country Height,5550000,10,9,11177,Putrajaya,"Jan 30, 11:05",https://www.mudah.my/+FREEHOLD+Luxury+3+5+storeys+ENDLOT+BUNGALOW+VVIP+area+Country+Height-87403567.htm
Storey Semi D Mydiva Homes Cyberjaya,1699888,6,6,3856,Putrajaya,"Jan 30, 10:31",https://www.mudah.my/Storey+Semi+D+Mydiva+Homes+Cyberjaya-87082840.htm
(Brand New) Double Story Corner Lot Taman Warisan Putra Fasa2 Jenderam,600000,5,3,2489,Putrajaya,"Jan 30, 10:05",https://www.mudah.my/+Brand+New+Double+Story+Corner+Lot+Taman+Warisan+Putra+Fasa2+Jenderam-87024287.htm
Fera Twinvilla 3 Storey Semi - Detached Villa House for SALE!!!,3200000,5,5,4521,Putrajaya,"Jan 29, 22:15",https://www.mudah.my/Fera+Twinvilla+3+Storey+Semi+Detached+Villa+House+for+SALE+-86717486.htm
"FREEHOLD | BEAUTIFUL 2 1/2 Stry Semi-D New Haven Presint 18, Putrajaya",1400000,6,5,3200,Putrajaya,"Jan 29, 20:23",https://www.mudah.my/FREEHOLD+BEAUTIFUL+2+1+2+Stry+Semi+D+New+Haven+Presint+18+Putrajaya-88419468.htm
[2021 PROMO] 54x70 Wide Land Gated Guarded Garden House in Township,680000,4,4,4360,Putrajaya,"Jan 29, 17:00",https://www.mudah.my/+2021+PROMO+54x70+Wide+Land+Gated+Guarded+Garden+House+in+Township-86060418.htm
ENDLOT 2 Storey Terrace House Presint 14G Putrajaya,860000,4,3,2185,Putrajaya,"Jan 29, 16:55",https://www.mudah.my/ENDLOT+2+Storey+Terrace+House+Presint+14G+Putrajaya-88132677.htm
